,overall_qual,year_built,roof_style,roof_matl,mas_vnr_area,exter_cond,bsmt_exposure,total_bsmt_sf,gr_liv_area,full_bath,kitchen_qual,garage_area,paved_drive,saleprice,attached_garage,has_basement,offsite_feature,residential_low,residential_other,floating_village,hillside,banked,culdesac,northridge,northridge_hts,briardale
613,6,1976,0,0,160.0,3,0.0,1193.0,1523,2,2,478.0,1,180000,1.0,1,0,1,0,0,0,0,0,0,0,0
614,6,1986,0,0,132.0,3,0.0,1606.0,1651,2,2,616.0,1,184000,1.0,1,0,1,0,0,0,0,0,0,0,0
615,5,1959,0,0,132.0,3,0.0,1041.0,1041,1,2,270.0,1,124500,1.0,1,0,1,0,0,0,0,0,0,0,0
616,6,1940,0,0,0.0,3,0.0,981.0,1672,1,3,240.0,1,164900,0.0,1,0,0,1,0,0,0,0,0,0,0
617,7,1969,1,0,168.0,3,0.0,1164.0,1164,1,2,528.0,1,140000,1.0,1,0,1,0,0,0,0,0,0,0,0
618,5,1958,1,0,0.0,3,0.0,1041.0,1041,1,2,294.0,1,128000,1.0,1,0,1,0,0,0,0,0,0,0,0
619,6,1978,0,0,40.0,3,1.0,450.0,1034,1,2,504.0,1,153000,0.0,1,0,1,0,0,0,0,1,0,0,0
620,6,1910,0,0,0.0,3,0.0,796.0,1609,1,2,228.0,0,127500,0.0,1,0,0,1,0,0,0,0,0,0,0
621,5,1950,0,0,0.0,4,0.0,572.0,1337,1,3,264.0,1,141500,1.0,1,0,1,0,0,0,0,0,0,0,0
622,7,1993,0,0,112.0,3,0.0,1594.0,1594,2,3,472.0,1,188500,1.0,1,0,1,0,0,0,0,0,0,0,0
623,6,2006,0,0,68.0,3,0.0,1262.0,1262,2,3,572.0,1,185000,1.0,1,0,0,0,1,0,0,0,0,0,0
624,6,2005,0,0,126.0,3,0.0,1175.0,1175,1,3,0.0,1,146000,0.0,1,0,1,0,0,0,0,0,0,0,0
625,6,1917,0,0,0.0,3,0.0,624.0,1288,1,4,280.0,0,119000,1.0,1,0,0,1,0,0,0,0,0,0,0
626,5,1971,0,0,142.0,3,0.0,630.0,1302,2,2,280.0,1,112000,0.0,1,0,0,1,0,0,0,0,0,0,1
627,8,2005,0,0,0.0,3,0.0,1247.0,1247,1,3,550.0,1,197000,1.0,1,0,0,0,1,0,0,0,0,0,0
628,9,2006,1,0,215.0,3,0.0,1738.0,2589,2,4,831.0,1,412083,1.0,1,0,1,0,0,0,0,0,0,1,0
629,8,2002,1,0,148.0,3,0.0,1568.0,1689,2,3,857.0,1,271000,1.0,1,0,1,0,0,0,0,1,0,0,0
630,7,2003,0,0,235.0,3,0.0,1405.0,1405,2,3,478.0,1,200000,1.0,1,0,1,0,0,0,0,0,0,1,0
631,7,1976,0,0,130.0,3,1.0,1228.0,1324,2,3,585.0,1,174000,1.0,1,1,1,0,0,0,0,1,0,0,0
632,5,1960,1,0,0.0,3,0.0,1377.0,1377,1,2,351.0,1,156500,1.0,1,0,1,0,0,0,0,0,0,0,0
633,6,1996,1,0,42.0,3,0.0,872.0,1756,2,2,422.0,1,204000,1.0,1,0,1,0,0,0,0,0,0,0,0
634,5,1966,0,0,0.0,3,0.0,1228.0,1228,1,3,271.0,1,149350,1.0,1,0,1,0,0,0,0,1,0,0,0
635,5,1954,0,0,0.0,3,0.0,1008.0,1008,1,2,275.0,1,137000,1.0,1,0,1,0,0,0,0,0,0,0,0
636,7,1998,0,0,202.0,3,0.0,1153.0,2031,2,3,541.0,1,222500,1.0,1,0,1,0,0,0,0,0,0,0,0
637,6,2007,0,0,22.0,3,0.0,752.0,1504,2,3,440.0,1,166000,1.0,1,0,1,0,0,0,0,0,0,0,0
638,4,1954,0,0,0.0,3,0.0,0.0,1383,1,2,498.0,1,122000,1.0,0,0,1,0,0,0,0,1,0,0,0
639,5,1920,0,0,0.0,3,0.0,967.0,967,1,2,180.0,0,99900,0.0,1,0,0,1,0,0,0,0,0,0,0
640,8,2006,0,0,0.0,3,0.0,1656.0,1656,2,3,826.0,1,249700,1.0,1,0,0,0,1,0,0,0,0,0,0
641,6,1950,0,0,0.0,4,0.0,1092.0,1152,1,3,300.0,1,158500,1.0,1,0,1,0,0,0,0,0,0,0,0
642,6,2005,0,0,0.0,3,0.0,1142.0,1142,1,3,0.0,1,139500,0.0,1,0,1,0,0,0,0,0,0,0,0
643,6,2000,0,0,0.0,3,0.0,1381.0,1403,2,3,470.0,1,202000,1.0,1,0,1,0,0,0,0,0,0,0,0
644,5,1959,0,0,122.0,3,0.0,1626.0,1712,2,2,588.0,1,145000,1.0,1,0,1,0,0,0,0,0,0,0,0
645,4,1969,0,0,0.0,3,0.0,1198.0,1258,0,2,400.0,1,108959,0.0,1,0,1,0,0,0,0,0,0,0,0
646,5,1958,1,0,260.0,3,0.0,1560.0,1560,2,2,484.0,1,128600,0.0,1,0,1,0,0,0,0,0,0,0,0
647,7,1976,0,0,233.0,3,0.0,793.0,1935,2,2,550.0,1,197900,1.0,1,0,1,0,0,0,0,1,0,0,0
648,7,1976,0,0,252.0,3,1.0,1047.0,1083,1,2,596.0,1,172000,1.0,1,0,1,0,0,0,0,0,0,0,0
649,5,1977,0,0,0.0,3,0.0,876.0,907,1,2,308.0,1,130000,1.0,1,0,1,0,0,0,0,1,0,0,0
650,6,1999,1,0,0.0,3,0.0,1666.0,1675,2,3,435.0,1,195000,1.0,1,0,1,0,0,0,0,0,0,0,0
651,5,1954,1,0,0.0,3,0.0,988.0,988,1,2,520.0,0,113000,1.0,1,0,1,0,0,1,0,0,0,0,0
652,8,2001,1,0,0.0,3,0.0,1491.0,1491,2,3,490.0,1,209000,1.0,1,0,1,0,0,0,0,0,0,0,0
653,7,1987,1,0,310.0,3,1.0,1645.0,1479,2,3,578.0,1,213500,1.0,1,0,1,0,0,0,0,0,0,0,0
654,5,1951,1,0,0.0,3,0.0,631.0,1112,1,2,480.0,1,126000,0.0,1,0,1,0,0,0,0,0,0,0,0
655,6,1956,1,0,0.0,3,0.0,1436.0,1689,1,2,480.0,1,127500,1.0,1,0,1,0,0,0,0,0,0,0,0
656,9,2007,1,0,178.0,3,1.0,1710.0,1710,2,4,557.0,1,334000,1.0,1,1,1,0,0,1,0,0,0,0,0
657,6,1960,1,0,212.0,3,0.0,1253.0,1253,1,2,352.0,1,157000,1.0,1,0,1,0,0,0,0,0,0,0,0
658,5,1962,1,0,0.0,3,0.0,864.0,864,1,2,294.0,1,125500,0.0,1,1,1,0,0,0,0,0,0,0,0
659,7,2005,0,0,0.0,3,0.0,728.0,1456,2,3,410.0,1,189000,1.0,1,0,1,0,0,0,0,0,0,0,0
660,7,1990,0,0,0.0,3,0.0,1188.0,1217,2,3,497.0,1,173000,1.0,1,0,1,0,0,0,0,1,0,0,0
661,7,1974,0,0,145.0,2,1.0,1748.0,2646,2,3,550.0,1,260000,1.0,1,0,1,0,0,0,0,0,0,0,0
662,8,2007,0,0,0.0,3,0.0,866.0,1768,2,3,578.0,1,212000,1.0,1,0,1,0,0,0,0,0,0,0,0
663,5,1996,0,0,0.0,3,0.0,870.0,914,1,2,576.0,1,148000,0.0,1,0,1,0,0,0,0,1,0,0,0
664,5,1977,0,0,1.0,3,0.0,1361.0,2620,2,2,600.0,0,190000,1.0,1,0,1,0,0,0,0,0,0,0,0
665,5,1900,0,0,0.0,2,0.0,797.0,1627,2,2,420.0,0,139500,0.0,1,0,0,1,0,0,0,0,0,0,0
666,7,2003,0,0,0.0,3,0.0,660.0,1320,2,3,400.0,1,162000,1.0,1,0,1,0,0,0,0,0,0,0,0
667,4,1939,0,0,0.0,3,0.0,732.0,1123,1,2,264.0,0,100000,0.0,1,0,0,1,0,0,0,0,0,0,0
668,5,1968,0,0,0.0,3,0.0,864.0,874,1,2,288.0,1,126500,1.0,1,0,1,0,0,0,0,0,0,0,0
669,7,1986,0,0,172.0,3,1.0,1502.0,2730,2,3,576.0,1,301000,1.0,1,0,1,0,0,0,0,0,0,0,0
670,6,1997,0,0,0.0,4,0.0,824.0,1786,2,3,684.0,1,204750,1.0,1,0,1,0,0,0,0,0,0,0,0
671,4,1949,0,0,0.0,3,0.0,0.0,1040,2,2,420.0,1,90000,0.0,0,0,1,0,0,0,0,0,0,0,0
672,5,1920,0,0,0.0,3,0.0,973.0,2350,2,2,393.0,1,130000,0.0,1,0,0,1,0,0,0,0,0,0,0
673,5,1968,0,0,300.0,3,0.0,900.0,1770,1,2,530.0,1,155000,1.0,1,0,1,0,0,0,0,0,0,0,0
674,5,1960,0,0,0.0,3,0.0,1269.0,1269,1,2,308.0,1,155000,0.0,1,0,1,0,0,0,0,0,0,0,0
675,9,2006,1,0,518.0,3,0.0,1686.0,1686,2,4,899.0,1,332200,1.0,1,0,1,0,0,0,0,0,0,1,0
676,8,2007,0,0,338.0,3,1.0,1638.0,1646,2,3,800.0,1,293077,1.0,1,0,1,0,0,1,0,0,0,0,0
677,4,1961,0,0,0.0,4,0.0,914.0,914,1,2,270.0,1,128000,0.0,1,0,1,0,0,0,0,0,0,0,0
678,6,1926,0,0,0.0,4,0.0,1149.0,1616,2,3,216.0,1,152000,0.0,1,0,0,1,0,0,0,0,0,0,0
679,4,1949,0,0,0.0,3,0.0,720.0,1192,1,2,0.0,1,135000,0.0,1,0,1,0,0,0,0,0,0,0,0
680,6,1880,0,0,0.0,3,0.0,1008.0,2210,2,1,205.0,0,117500,0.0,1,0,0,1,0,0,0,0,0,0,0
681,6,1927,0,0,0.0,3,0.0,845.0,1296,1,2,576.0,1,127500,0.0,1,0,0,1,0,0,0,0,0,0,0
682,8,1981,1,0,0.0,3,1.0,2461.0,2497,2,3,676.0,1,373000,1.0,1,0,1,0,0,0,0,0,0,0,0
683,6,1970,0,0,0.0,4,0.0,546.0,1092,2,2,0.0,1,98000,0.0,1,0,0,1,0,0,0,0,0,0,0
684,7,1996,0,0,0.0,3,0.0,880.0,1716,2,3,512.0,1,191000,1.0,1,0,1,0,0,0,0,0,0,0,0
685,5,1956,0,0,0.0,3,0.0,0.0,1014,1,2,267.0,1,98000,1.0,0,0,1,0,0,0,0,0,0,0,0
686,5,1987,0,0,0.0,3,1.0,1200.0,1200,3,2,0.0,1,179000,0.0,1,0,1,0,0,0,0,0,0,0,0
687,8,2006,1,0,206.0,3,0.0,1422.0,1432,2,3,492.0,1,245000,1.0,1,0,1,0,0,0,0,0,0,0,0
688,7,1998,1,0,0.0,3,0.0,1650.0,1680,2,3,583.0,1,213250,1.0,1,0,1,0,0,0,0,0,0,0,0
689,4,1948,0,0,0.0,3,0.0,0.0,869,1,2,390.0,0,89900,0.0,0,0,1,0,0,0,0,0,0,0,0
690,7,1998,0,0,40.0,3,0.0,832.0,1718,2,2,427.0,1,185000,1.0,1,0,1,0,0,0,0,0,0,0,0
691,6,1973,0,0,567.0,3,0.0,525.0,1092,1,2,264.0,1,113500,0.0,1,0,0,1,0,0,0,0,0,0,1
692,3,1929,1,0,0.0,2,0.0,715.0,715,1,2,660.0,0,68000,0.0,1,0,1,0,0,0,0,0,0,0,0
693,7,2005,0,0,0.0,3,0.0,866.0,1768,2,3,603.0,1,226700,1.0,1,0,0,0,1,0,0,0,0,0,0
694,10,2007,1,0,970.0,3,0.0,2320.0,2290,2,4,1174.0,1,500067,1.0,1,0,1,0,0,0,0,1,0,1,0
695,7,2004,0,0,0.0,3,0.0,848.0,1598,2,3,433.0,1,201490,1.0,1,0,1,0,0,0,0,0,0,0,0
696,5,1994,0,0,0.0,3,0.0,990.0,990,1,2,528.0,1,155000,0.0,1,0,1,0,0,0,0,0,0,0,0
697,5,1978,0,0,124.0,4,0.0,941.0,941,1,3,564.0,1,145000,1.0,1,0,1,0,0,0,0,0,0,0,0
698,6,1920,0,0,0.0,3,0.0,611.0,1362,2,2,502.0,1,128000,0.0,1,0,0,1,0,0,0,0,0,0,0
699,6,2000,0,0,0.0,3,0.0,915.0,1690,2,2,442.0,1,187000,1.0,1,0,1,0,0,0,0,0,0,0,0
700,6,2005,0,0,80.0,3,1.0,547.0,1072,1,2,525.0,1,145500,0.0,1,0,0,1,0,0,0,0,0,0,0
701,4,1925,0,0,0.0,3,0.0,572.0,572,1,2,200.0,0,75000,0.0,1,0,0,0,0,0,0,0,0,0,0
702,7,2005,0,0,204.0,3,0.0,1546.0,1546,2,3,796.0,1,217000,1.0,1,0,1,0,0,0,0,0,0,0,0
703,6,1972,0,0,288.0,3,0.0,732.0,1790,1,2,484.0,1,165150,1.0,1,0,1,0,0,0,0,0,0,0,0
704,6,1978,0,0,0.0,3,1.0,940.0,1026,1,2,576.0,1,147000,0.0,1,0,1,0,0,0,0,0,0,0,0
705,7,1996,1,0,196.0,3,1.0,1504.0,1504,2,3,478.0,1,203000,1.0,1,0,1,0,0,0,0,0,0,0,0
706,3,1914,0,0,0.0,3,0.0,864.0,864,1,2,0.0,0,67000,0.0,1,0,1,0,0,0,0,0,0,0,0
707,6,1964,1,0,340.0,3,1.0,822.0,1851,2,3,440.0,1,187000,1.0,1,0,1,0,0,0,0,0,0,0,0
708,6,2000,0,0,513.0,3,0.0,756.0,1512,2,3,440.0,1,180000,0.0,1,0,0,0,1,0,0,0,0,0,0
709,6,1921,0,0,0.0,3,0.0,651.0,1298,2,2,240.0,0,146500,0.0,1,0,1,0,0,1,0,0,0,0,0
710,7,2000,0,0,0.0,3,1.0,1673.0,1673,2,3,583.0,1,270000,1.0,1,0,1,0,0,0,0,0,0,0,0
711,4,1920,0,0,0.0,3,0.0,840.0,1374,1,2,338.0,1,105000,0.0,1,0,1,0,0,0,0,0,0,0,0
712,5,1912,0,0,0.0,2,0.0,780.0,1716,2,1,0.0,0,135900,0.0,1,0,1,0,0,0,1,0,0,0,0
713,7,2006,0,0,0.0,3,0.0,1143.0,1143,1,3,0.0,1,147000,0.0,1,0,1,0,0,0,0,0,0,0,0
714,9,2006,1,0,300.0,3,0.0,1652.0,1652,2,4,840.0,1,325000,1.0,1,0,1,0,0,0,0,0,0,1,0
715,5,1947,0,0,0.0,3,0.0,1046.0,1054,1,2,240.0,1,124000,0.0,1,0,1,0,0,0,0,0,0,0,0
716,5,1965,1,0,114.0,3,0.0,935.0,935,1,2,288.0,1,137000,1.0,1,0,1,0,0,0,0,1,0,0,0
717,4,1915,0,0,0.0,3,0.0,1313.0,2377,2,3,528.0,1,142900,0.0,1,0,1,0,0,0,0,0,0,0,0
718,5,1948,0,0,0.0,3,0.0,924.0,1122,1,3,528.0,1,147000,1.0,1,0,0,1,0,0,0,0,0,0,0
719,5,1970,0,0,0.0,3,0.0,1180.0,1180,1,2,477.0,1,128000,1.0,1,0,1,0,0,0,0,0,0,0,0
720,7,1916,0,0,0.0,3,0.0,815.0,1690,1,2,225.0,1,144000,0.0,1,0,0,1,0,0,1,0,0,0,0
721,5,1964,1,0,0.0,4,0.0,1486.0,1486,1,2,480.0,1,167000,0.0,1,0,1,0,0,0,0,0,0,0,0
722,5,1941,0,0,0.0,3,0.0,676.0,1131,1,2,200.0,1,66500,0.0,1,0,0,1,0,0,0,0,0,0,0
723,8,1993,0,0,420.0,3,0.0,1286.0,2799,2,3,704.0,1,315000,1.0,1,0,1,0,0,0,0,0,1,0,0
724,7,2006,0,0,0.0,3,0.0,728.0,1456,2,3,440.0,1,155835,1.0,1,0,1,0,0,0,0,0,0,0,0
725,8,1995,0,0,0.0,3,0.0,1587.0,1734,2,3,528.0,1,239500,1.0,1,0,1,0,0,0,0,0,0,0,0
726,9,2006,0,0,122.0,3,0.0,1504.0,1531,2,4,700.0,1,300000,1.0,1,0,1,0,0,0,0,0,0,1,0
727,8,2002,1,0,886.0,3,0.0,1922.0,1922,2,3,692.0,1,282000,1.0,1,0,1,0,0,0,0,0,0,0,0
728,5,1960,1,0,69.0,3,0.0,1144.0,1144,1,2,336.0,1,120000,1.0,1,0,1,0,0,0,0,0,0,0,0
729,7,1954,0,0,0.0,3,1.0,1385.0,1363,1,2,439.0,1,241500,1.0,1,0,1,0,0,0,0,1,0,0,0
730,9,2008,1,0,492.0,3,0.0,1858.0,1866,2,4,870.0,1,336860,1.0,1,0,1,0,0,0,0,0,0,1,0
731,3,1922,1,0,0.0,3,0.0,1007.0,1077,1,2,210.0,0,91000,0.0,1,0,0,1,0,0,0,0,0,0,0
732,8,2006,0,0,0.0,3,0.0,1550.0,1550,2,3,528.0,1,207500,1.0,1,0,0,0,1,0,0,0,0,0,0
733,7,2004,1,0,174.0,3,1.0,1594.0,1646,2,4,482.0,1,250000,1.0,1,0,0,1,0,1,0,0,0,0,0
734,7,2005,0,0,16.0,3,0.0,1248.0,1248,2,3,438.0,1,167240,1.0,1,0,1,0,0,0,0,0,0,0,0
735,7,2004,0,0,0.0,3,0.0,1235.0,1245,2,3,495.0,1,178000,1.0,1,0,0,0,1,0,0,0,0,0,0
736,6,1963,0,0,203.0,3,0.0,1052.0,1052,1,2,311.0,1,127000,1.0,1,0,1,0,0,0,0,0,0,0,0
737,4,1956,0,0,0.0,3,0.0,952.0,952,1,2,283.0,1,135750,0.0,1,0,1,0,0,0,0,0,0,0,0
738,8,2005,0,0,366.0,3,0.0,1844.0,1844,2,3,620.0,1,257000,1.0,1,0,1,0,0,0,0,0,0,0,0
739,6,1937,0,0,0.0,4,0.0,825.0,1497,2,2,672.0,1,157000,0.0,1,0,0,1,0,0,0,0,0,0,0
740,5,1942,0,0,0.0,3,0.0,976.0,976,1,2,215.0,0,102000,0.0,1,0,0,1,0,0,0,0,0,0,0
741,5,1921,0,0,0.0,4,0.0,876.0,964,1,2,432.0,1,163500,0.0,1,0,1,0,0,1,0,0,0,0,0
742,7,1999,0,0,183.0,3,1.0,1490.0,1501,2,3,577.0,1,204000,1.0,1,0,1,0,0,0,0,0,0,0,0
743,5,1956,1,0,259.0,3,0.0,1150.0,1560,1,2,313.0,1,103500,1.0,1,0,1,0,0,0,0,0,0,0,0
744,6,1914,1,0,0.0,3,0.0,1440.0,3395,2,1,0.0,0,200000,0.0,1,0,0,1,0,0,1,0,0,0,0
745,5,1958,0,0,0.0,3,0.0,864.0,864,1,2,399.0,1,118000,1.0,1,0,1,0,0,1,0,0,0,0,0
746,7,2000,0,0,244.0,3,0.0,1525.0,1525,2,3,541.0,1,235000,1.0,1,0,1,0,0,0,0,0,0,0,0
747,5,1962,1,0,120.0,3,0.0,1106.0,1190,1,2,540.0,1,132500,1.0,1,0,1,0,0,0,0,0,0,0,0
748,8,2006,0,0,0.0,3,0.0,1302.0,1830,2,3,859.0,1,221300,1.0,1,0,1,0,0,0,0,0,0,0,0
749,7,2004,0,0,210.0,3,0.0,1500.0,1500,2,3,570.0,1,190000,1.0,1,0,1,0,0,0,0,0,0,0,0
750,7,2002,0,0,199.0,3,0.0,826.0,1762,2,3,591.0,1,222000,1.0,1,0,1,0,0,0,0,0,0,0,0
751,8,2008,0,0,294.0,3,0.0,1614.0,1658,2,3,726.0,1,257500,1.0,1,1,1,0,0,0,0,0,0,0,0
752,9,2008,0,0,284.0,3,0.0,1498.0,1506,2,4,592.0,1,264132,1.0,1,0,1,0,0,0,0,0,0,0,0
753,5,1967,1,0,89.0,3,0.0,864.0,899,1,3,288.0,1,130000,1.0,1,0,1,0,0,0,0,0,0,0,0
754,5,1930,0,0,0.0,3,0.0,297.0,1654,2,2,336.0,0,137000,0.0,1,0,1,0,0,0,0,0,0,0,0
755,5,1930,0,0,0.0,3,0.0,520.0,912,1,2,360.0,1,99500,0.0,1,0,0,1,0,0,0,0,0,0,0
756,7,2004,0,0,50.0,3,0.0,970.0,1709,2,3,380.0,1,130000,0.0,1,0,0,1,0,0,0,0,0,0,0
757,5,1922,0,0,0.0,3,0.0,816.0,816,1,2,100.0,0,75200,0.0,1,0,0,1,0,0,0,0,0,0,0
758,6,1993,0,0,0.0,4,0.0,384.0,1091,1,2,429.0,1,131250,1.0,1,0,1,0,0,0,0,0,0,0,0
759,6,1960,0,0,276.0,3,1.0,1081.0,1081,1,2,401.0,1,148000,0.0,1,0,1,0,0,0,0,0,0,0,0
760,5,1965,0,0,0.0,3,0.0,1024.0,1020,2,2,288.0,1,124100,1.0,1,0,1,0,0,0,0,0,0,0,0
761,7,1961,0,0,210.0,3,0.0,944.0,999,1,4,588.0,1,178400,1.0,1,0,1,0,0,0,0,0,0,0,0
762,4,1977,0,0,0.0,3,1.0,1440.0,1440,2,2,0.0,0,150000,0.0,1,0,1,0,0,0,0,0,0,0,0
763,7,1998,0,0,290.0,3,0.0,853.0,1753,2,2,534.0,1,217000,1.0,1,0,1,0,0,0,0,1,0,0,0
764,8,2005,0,0,192.0,3,0.0,1100.0,1964,2,3,760.0,1,252000,1.0,1,0,1,0,0,0,0,0,0,0,0
765,7,2006,0,0,0.0,3,0.0,1141.0,1141,1,3,484.0,1,152000,0.0,1,0,1,0,0,0,0,0,0,0,0
766,7,1929,0,0,0.0,3,0.0,832.0,854,1,2,576.0,1,132000,0.0,1,0,0,1,0,0,0,0,0,0,0
767,6,1945,0,0,0.0,3,0.0,770.0,1182,1,2,378.0,1,120000,0.0,1,0,0,1,0,0,0,0,0,0,0
768,9,2005,0,0,385.0,3,0.0,1606.0,2091,2,4,521.0,1,338500,1.0,1,0,1,0,0,0,0,0,0,1,0
769,7,1996,0,0,0.0,3,1.0,729.0,1446,2,2,406.0,1,175000,1.0,1,0,1,0,0,1,0,0,0,0,0
770,7,1977,1,0,299.0,3,0.0,1160.0,2022,2,2,505.0,1,192000,1.0,1,0,1,0,0,0,0,0,0,0,0
771,7,2004,0,0,0.0,3,0.0,847.0,1948,2,3,434.0,1,195000,1.0,1,0,1,0,0,0,0,0,0,0,0
772,8,2008,0,0,0.0,3,0.0,768.0,1590,2,3,676.0,1,210000,1.0,1,0,0,0,1,0,0,0,0,0,0
773,7,2003,0,0,16.0,3,0.0,847.0,1948,2,3,434.0,1,211000,1.0,1,0,1,0,0,0,0,0,0,0,0
774,4,1936,0,0,0.0,3,0.0,672.0,1324,1,2,240.0,1,128000,0.0,1,0,0,1,0,0,0,0,0,0,0
775,6,1964,0,0,272.0,3,0.0,1425.0,1425,2,2,576.0,1,180500,1.0,1,0,1,0,0,0,0,0,0,0,0
776,5,1900,0,0,0.0,3,0.0,662.0,2337,2,2,560.0,1,90000,0.0,1,0,0,1,0,0,0,0,0,0,0
777,5,1940,0,0,0.0,3,0.0,822.0,908,1,2,512.0,1,138500,1.0,1,0,1,0,0,0,0,0,0,0,0
778,7,2006,0,0,0.0,3,0.0,738.0,1492,2,3,440.0,1,169985,1.0,1,0,1,0,0,0,0,0,0,0,0
779,5,1961,1,0,0.0,3,0.0,1150.0,1150,1,2,288.0,1,146000,1.0,1,0,1,0,0,0,0,0,0,0,0
780,7,1993,0,0,0.0,3,0.0,1080.0,2097,2,3,678.0,1,228000,1.0,1,0,1,0,0,0,0,1,0,0,0
781,5,1959,0,0,0.0,3,0.0,1256.0,1256,1,3,311.0,1,159000,1.0,1,0,1,0,0,0,0,0,0,0,0
782,8,2006,0,0,0.0,3,0.0,1095.0,1939,2,3,1053.0,1,266000,1.0,1,0,0,0,1,0,0,0,0,0,0
783,5,1924,0,0,145.0,4,0.0,816.0,1566,1,3,450.0,1,139000,0.0,1,0,0,1,0,0,0,0,0,0,0
784,4,1955,1,0,0.0,3,0.0,784.0,784,1,2,0.0,1,91900,0.0,1,0,1,0,0,0,0,0,0,0,0
785,8,2006,0,0,132.0,3,0.0,1489.0,1500,2,3,674.0,1,212999,1.0,1,0,1,0,0,0,0,0,0,0,0
786,9,2004,1,0,378.0,3,1.0,1833.0,1850,2,3,772.0,1,326000,1.0,1,0,1,0,0,0,0,0,0,1,0
788,8,2006,1,0,258.0,3,1.0,1518.0,1537,2,3,788.0,1,294000,1.0,1,0,1,0,0,1,0,0,0,0,0
789,6,1972,0,0,425.0,3,0.0,483.0,987,1,2,288.0,1,97000,0.0,1,0,0,1,0,0,0,0,0,0,1
790,7,2006,0,0,0.0,3,0.0,1391.0,1962,2,3,868.0,1,239799,1.0,1,0,1,0,0,0,0,0,0,0,0
791,5,1961,0,0,0.0,3,0.0,1251.0,1433,1,2,441.0,1,161000,1.0,1,0,1,0,0,0,0,0,0,0,0
792,6,2003,0,0,170.0,3,0.0,848.0,848,1,3,420.0,1,136500,1.0,1,0,0,1,0,0,0,0,0,0,0
793,6,1972,0,0,510.0,3,0.0,483.0,987,1,3,264.0,1,118000,0.0,1,0,0,1,0,0,0,0,0,0,1
794,4,1982,0,0,0.0,3,0.0,845.0,845,1,2,360.0,1,129500,0.0,1,0,1,0,0,0,0,0,0,0,0
795,7,1925,0,0,0.0,4,0.0,952.0,1548,2,4,672.0,1,205000,0.0,1,0,1,0,0,0,0,0,0,0,0
796,6,1957,1,0,0.0,3,0.0,2035.0,2515,3,2,484.0,1,200624,1.0,1,0,1,0,0,0,0,1,0,0,0
797,8,2006,0,0,302.0,3,0.0,1694.0,1694,2,3,856.0,1,322400,1.0,1,0,1,0,0,0,0,0,0,1,0
798,8,2007,0,0,180.0,3,0.0,1578.0,1602,2,3,810.0,1,293200,1.0,1,0,1,0,0,0,0,0,0,0,0
799,9,2005,1,0,616.0,3,0.0,1684.0,1684,2,4,564.0,1,266000,1.0,1,0,1,0,0,0,0,0,0,1,0
800,6,1978,1,0,92.0,3,0.0,918.0,1683,2,2,440.0,1,172500,1.0,1,0,1,0,0,0,0,0,0,0,0
801,5,1890,1,0,0.0,3,0.0,1088.0,1869,1,2,456.0,1,124900,0.0,1,0,0,1,0,0,0,0,0,0,0
802,6,1923,0,0,0.0,3,0.0,1022.0,1432,1,3,216.0,1,149000,1.0,1,0,1,0,0,0,0,0,0,0,0
803,8,2002,1,0,0.0,3,0.0,1348.0,1358,1,3,418.0,1,220000,1.0,1,0,1,0,0,0,0,0,0,0,0
804,8,2007,0,0,140.0,3,0.0,1496.0,1496,2,3,474.0,1,225000,1.0,1,0,1,0,0,0,0,0,0,0,0
805,6,1950,0,0,0.0,3,0.0,932.0,932,1,3,306.0,1,124000,1.0,1,0,1,0,0,0,0,0,0,0,0
806,3,1950,0,0,0.0,3,0.0,0.0,1040,2,2,400.0,1,92900,0.0,0,0,1,0,0,0,0,0,0,0,0
807,5,1925,1,0,0.0,2,0.0,1072.0,1072,1,2,1184.0,0,126500,0.0,1,0,0,1,0,0,0,0,0,0,0
808,4,1972,1,0,0.0,3,0.0,864.0,864,1,2,576.0,1,111250,0.0,1,0,1,0,0,0,0,0,0,0,0
809,8,2000,0,0,72.0,3,0.0,969.0,2285,2,3,648.0,1,248000,1.0,1,0,1,0,0,0,0,0,1,0,0
810,5,1963,0,0,0.0,3,0.0,1117.0,1117,1,2,264.0,1,136870,1.0,1,1,1,0,0,0,0,0,0,0,0
811,6,2003,0,0,170.0,3,0.0,848.0,848,1,3,420.0,1,133000,1.0,1,0,0,1,0,0,0,0,0,0,0
812,5,1956,1,0,120.0,3,0.0,1048.0,1048,1,2,286.0,1,135000,1.0,1,0,1,0,0,0,0,0,0,0,0
813,4,1969,0,0,72.0,3,0.0,936.0,936,1,2,288.0,1,111900,1.0,1,0,1,0,0,0,0,0,0,0,0
814,5,1962,0,0,0.0,4,0.0,931.0,1283,1,2,506.0,1,140000,0.0,1,0,1,0,0,0,0,0,0,0,0
815,4,1959,0,0,0.0,3,0.0,0.0,1588,2,2,680.0,0,134432,0.0,0,0,1,0,0,0,0,0,0,0,0
816,10,2006,1,0,250.0,3,1.0,1742.0,2042,2,4,724.0,1,455000,1.0,1,1,1,0,0,1,0,0,0,0,0
817,8,1994,1,0,391.0,3,0.0,1165.0,2526,2,3,844.0,1,290000,1.0,1,0,1,0,0,0,0,0,1,0,0
818,7,1999,0,0,0.0,3,1.0,988.0,1873,2,3,597.0,1,235500,1.0,1,0,1,0,0,0,0,1,0,0,0
